Standard Number,Standard Name,YEAR,PUBLISHER,Price,Description,Currency,Image_URL,Updated_At,Discount,Visible
DIN 50929-3:2024-05,Corrosion of metals - Corrosion likelihood of metallic materials when subject to corrosion from the outside - Part 3: Buried and underwater pipelines and structural components,2024-05,DIN,135.23,Corrosion*Pipelines,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 50938:2025-06,Black oxide coatings on ferrous metal components - Requirements and test methods,2025-06,DIN,90,Black finishing*Components*Ferrous metals,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 50989-6:2024-02,Ellipsometry - Part 6: Effective Materials model; Text in German and English,2024-02,DIN,116.82,Coating thickness*Definitions*Effective*Ellipsometry*Layer thickness measurement*Layers*Materials*Materials testing*Measuring techniques*Models*Non-invasive*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 51007-1:2024-08,Thermal analysis (TA) - Differential thermal analysis (DTA) and differential scanning calorimetry (DSC) - Part 1: General Principles,2024-08,DIN,157.29,Basis*Thermal analysis,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 51418-1:2025-05,X-ray spectrometry - X-ray emission and X-ray fluorescence analysis (XRF) - Part 1: General vocabulary; Text in German and English,2025-05,DIN,207.38,Analysis*Basis*Definitions*Materials testing*Measurement*Measuring techniques*Radiation measurement*Radiation sources*Samples*Terminology*Terminology standard*Terms*Vocabulary*X-ray analysis*X-ray fluorescence spectrometry*X-ray spectrometry*X-rays,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 51451:2024-03,Testing of petroleum products and related products - Analysis by infrared spectrometry - General working principles,2024-03,DIN,123.74,Petroleum products*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 51453:2024-08,Testing of lubricants - Determination of oxidation and nitration of used motor oils - Infrared spectrometric method,2024-08,DIN,78.41,Lubricants*Petroleum products*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 51581-2:2024-11,Testing of petroleum products - Determination of evaporation loss - Part 2: Gas chromatographic method,2024-11,DIN,78.41,Evaporation losses*Gas chromatography*Petroleum products*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 51603-1:2024-11,"Liquid fuels - Fuel oils - Part 1: Fuel oils EL, minimum requirements",2024-11,DIN,111.96,Fuel oil*Liquid fuels*Specification (approval),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 53362:2024-11,"Testing of plastic films and textile fabrics (excluding nonwovens), coated or not coated plastics - Determination of stiffness in bending - Method according to Cantilever",2024-11,DIN,78.41,Cloth*Coatings*Plastic films*Plastics*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 53377:2024-08,Testing of plastic films - Determination of dimensional stability,2024-08,DIN,78.41,Dimensional changes*Plastic films*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 53435:2024-10,Testing of plastics - Bending test and impact test on dynstat test specimens,2024-10,DIN,157.29,Bend testing*Plastics*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 53508:2024-03,Testing of rubber - Accelerated ageing,2024-03,DIN,111.96,Ageing (materials)*Elastomers*Rubber,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 53835-2:2024-05,"Testing of textiles - Testing of the tenso-elastic behaviour - Part 2: Single and plied elastomeric yarns, repeated application of tensile load between constant extension limits",2024-05,DIN,123.74,Elastofibres*Testing*Twine*Yarn*Yarns,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 58141-2:2025-02,Measurement of fiber optic elements - Part 2: Determination of spectral transmittance of light guides; Text in German and English,2025-02,DIN,80.84,Definitions*Fibre optics*Fibre-optical waveguides*Infra-red*Infrared spectra*Measurement*Optical fibres*Optical waveguides*Optics*Radiant power*Spectral*Spectral emittance*Spectral range*Test equipment*Testing*Transmittance*Ultraviolet*Wave properties and phenomena*Waveguides,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 58141-4:2026-06,Measurement of fiber optic elements - Part 4: Determination of diameters and thicknesses of optical fibers; Text in German and English,2026-06,DIN,71.68,Definitions*Determination*Diameter*Diameter measurement*Fibre optics*Fibre-optical waveguides*Image processing*Linear measurement*Measurement*Optical fibres*Optical waveguides*Optics*Picture transmissions*Testing*Thickness*Thickness measurement*Waveguides,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 58141-9:2026-03,Measurement of fiber optic elements - Part 9: Determination of deviation of the roundness and the concentricity of optical fibers; Text in German and English,2026-03,DIN,80.84,Concentricity*Determination*Deviations*Diameter*Diameter measurement*Fibre optics*Fibre-optical waveguides*Fine mechanics*Infrared radiation*Linear measurement*Measurement*Optical fibres*Optical waveguides*Optics*Picture transmissions*Radiation*Roundness*Roundness measurement*Testing*Thickness*Thickness measurement*Ultraviolet radiation*Waveguides,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 58932-3:2024-02,Haematology - Determination of the concentration of blood corpuscles in blood - Part 3: Reference method for the determination of the concentration of erythrocytes; Text in German and English,2024-02,DIN,134.95,Analysis*Blood*Blood counts*Concentration*Definitions*Erythrocytes*Haematology*Human medicine*Medical sciences*Particles*Reference methods*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 58953-6:2025-03,Sterilization - Sterile supply - Part 6: Microbial barrier testing of packaging materials for medical devices which are to be sterilized,2025-03,DIN,123.74,Medical sciences*Packages*Sterile supply,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 58953-9:2024-10,Sterilization - Sterile supply - Part 9: Use of re-usable sterilization containers; Text in German and English,2024-10,DIN,80.84,Containers*Definitions*Description of working place*Handling*Hygiene*Job specification*Marking*Medical equipment*Medical sciences*Sequence of operations*Sterile equipment*Sterile supply*Sterilization (hygiene)*Sterilized goods*Storage*Storage time*Use,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 58987:2024-04,Haemostaseology - Reference method for the Von Willebrand Factor antigen; Text in German and English,2024-04,DIN,80.84,Antigens*Blood*Blood coagulation*Blood counts*Blood taking*Chemical analysis and testing*Coagulant factor*Coagulation analytical chemistry*Concentration*Course of test*Definitions*Determination of content*ELISA*Factors*Haemostaseology*Immunology*Instructions for use*Instruments*Materials*Measurement*Measuring techniques*Medical sciences*Plasma*Proteins*Quality assurance*Reagents*Reference ranges*Test measurements*Test performance*Testing*Willebrand,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 58988:2024-04,Haemostaseology - Reference method for the Von Willebrand Factor multimers; Text in German and English,2024-04,DIN,71.68,Amount*Blood*Blood coagulation*Blood counts*Blood plasma*Blood taking*Chemical analysis and testing*Citrates*Coagulation*Concentration*Course of test*Definitions*Determination*Determination of content*Distribution*Haemostaseology*Immunology*Instructions for use*Instruments*Materials*Measurement*Measuring techniques*Medical sciences*Oligomers*Plasma*Polymers*Proteins*Quality assurance*Reagents*Reference methods*Reference ranges*Test measurements*Test performance*Testing*Willebrand,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 65161:2025-12,Aerospace series - Fasteners in material 1.4534 - Nominal tensile strength 1 250 MPa to 1 550 MPa for temperatures up to 315 �C - Technical specification; Text in German and English,2025-12,DIN,171.31,Aerospace transport*Air transport*Classifications of defects*Cross sections*Defects*Definitions*Delivery conditions*External threads*Fasteners*Form on supply*Geometric*Material parameters*Materials*Nominal tensile strength*Quality assurance*Space transport*Specification (approval)*Temperature,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 65314:2024-03,"Aerospace series - Countersunk head bolts, close tolerance, with internal offset cruciform ribbed drive and MJ thread, short thread length, steel - Nominal tensile strength 1 100 MPa, for temperatures up to 235 �C; Text in German and English",2024-03,DIN,80.84,Aerospace transport*Air transport*Close-fit threads*Countersunk fasteners*Countersunk head screws*Cruciform-head fasteners*Dimensions*Fasteners*Fitting bolts*Marking*Mass*Materials*MJ-threads*Recessed head screws*Recesses*Ribbed*Screws (bolts)*Short*Space transport*Steels*Surface treatment*Thread forms*Threads*Tolerances (measurement)*Torq-set recesses,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 65428:2025-07,"Aerospace series - Sleeve - Wall thickness 0,25 mm, for fasteners with protruding head; Text in German and English",2025-07,DIN,62.43,Aerospace transport*Air transport*Dimensions*Fasteners*Marking*Materials*Reducing sleeves*Screws (bolts)*Shape*Sleeves*Sleeves (mechanical components)*Space transport*Surface treatment*Tolerances (measurement),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 65429:2025-07,"Aerospace series - Sleeve - Wall thickness 0,5 mm, for fasteners with protruding head; Text in German and English",2025-07,DIN,71.68,Aerospace transport*Air transport*Dimensions*Fasteners*Marking*Materials*Properties*Reducing sleeves*Screws (bolts)*Shape*Sleeves*Sleeves (mechanical components)*Space transport*Surface treatment*Tolerances (measurement),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 65430:2025-07,"Aerospace series - Sleeve - Wall thickness 0,25 mm, for fasteners with countersunk head; Text in German and English",2025-07,DIN,62.43,Aerospace transport*Air transport*Countersunk fasteners*Dimensions*Fasteners*Marking*Materials*Properties*Reducing sleeves*Screws (bolts)*Shape*Sleeves*Sleeves (mechanical components)*Space transport*Surface treatment*Tolerances (measurement),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 65431:2025-07,"Aerospace series - Sleeve - Wall thickness 0,5 mm, for fasteners with countersunk head; Text in German and English",2025-07,DIN,62.43,Aerospace transport*Air transport*Countersunk fasteners*Dimensions*Fasteners*Marking*Materials*Properties*Reducing sleeves*Screws (bolts)*Shape*Sleeves*Sleeves (mechanical components)*Space transport*Surface treatment*Tolerances (measurement),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 65433:2025-07,"Aerospace series - Sleeve - Wall thickness 0,25 mm, for fasteners with reduced countersunk head; Text in German and English",2025-07,DIN,62.43,Aerospace transport*Air transport*Countersunk fasteners*Dimensions*Fasteners*Marking*Materials*Properties*Reducing sleeves*Screws (bolts)*Shape*Sleeves*Sleeves (mechanical components)*Space transport*Surface treatment*Tolerances (measurement),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 65434:2025-07,"Aerospace series - Sleeve - Wall thickness 0,5 mm, for fasteners with reduced countersunk head; Text in German and English",2025-07,DIN,71.68,Aerospace transport*Air transport*Countersunk fasteners*Dimensions*Fasteners*Marking*Materials*Properties*Reducing sleeves*Screws (bolts)*Shape*Sleeves*Sleeves (mechanical components)*Space transport*Surface treatment*Tolerances (measurement),,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 68930:2025-07,Kitchen furniture and bathroom furniture - Fitness for purpose - Requirements and testing,2025-07,DIN,145.79,Bathrooms*Furniture*Kitchens*Specification (approval)*Testing,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN/TS 70121:2024-11,Electromobility - Digital communication between a d.c. EV charging station and an electric vehicle for control of d.c. charging in the Combined Charging System; Text in English,2024-11,DIN,372.9,Automobiles*Battery voltage*Charging current*Charging equipment*Charging station*Chargings*Communication*Communication protocol*Composite construction*Definitions*Digital*Direct current*Electric cells*Electric mobility*Electric power systems*Electromobiles*Hybrid vehicles*Interfaces*Mains supply*Motorcar industry*Vehicles,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 72036:2026-04,Road vehicles - Automation of the wiring-harness production,2026-04,DIN,504.67,Automation*Electrical cords*Manufacturing*Motorcar industry*Road vehicles,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 81852:2026-02,"Stud link anchor chain cables, Grade K4 - End shackles; Text in German and English",2026-02,DIN,71.68,Anchor chains*Anchor studded chain*Anchors*Bolts*Chains*Dimensions*Materials*Mechanical properties*Naval engineering*Navy*Product standards*Shackles*Shipbuilding*Slip stoppers*Testing*Vessels*Water transport engineering components,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN 85005-4:2026-05,"Ships and marine technology - Graphical symbols for technical documentation - Part 4: Sounding pipes, air pipes and filling pipes; Text in German and English",2026-05,DIN,80.84,Air valves*Air-pipes*Control*Discharge connections*Documentation*Drawings*Engineering drawings*Filling connections*Filling horns*Graphic symbols*Military engineering*Naval engineering*Navy*Offshore engineering*Overflow facility*Pipes*Purgers*Shipbuilding*Ships*Sounding plugs*Symbols*Technical documents,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 1-1:2025-07,Residential liquid fuel burning appliances - Part 1: General requirements and test methods,2025-07,DIN,278.13,Fuel oil stoves*Oils,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
DIN EN 1-2:2025-07,Residential liquid fuel burning appliances - Part 2: Flued oil stoves with vaporizing burners,2025-07,DIN,157.29,Flued oil stoves*Vaporizing burners,,/images/standards/din.webp,2026-09-04T07:21:21.468Z,0,TRUE
